plant,animal
Lycium,Corvus
Lycium,Gallotia
Lycium,Larus
Lycium,Messor
Medicago,Messor
Patellifolia,Larus
Patellifolia,Messor
Plantago,Messor
Salsola,Messor
Sida,Messor
Asparagus,Corvus 
Asparagus,Falco
Asparagus,Gallotia
Asparagus,Lanius
Asparagus,Sylvia
Atriplex,Gallotia
Carrichtera,Messor
Coronilla,Messor
Eragrostis,Messor
Euphorbia,Messor
Helianthemum,Messor
Lycium,Falco
Lycium,Lanius
Rubia,Corvus
Rubia,Falco
Rubia,Gallotia
Rubia,Lanius
Rubia,Larus
Rubia,Sylvia
