plant,animal
Lycium,Corvus
Lycium,Gallotia
Lycium,Larus
Lycium,Messor
Medicago,Messor
Patellifolia,Larus
Patellifolia,Messor
Plantago,Messor
Salsola,Messor
Sida,Messor
